172.18.0.7 - - [01/Mar/2026:07:25:09 +0000] "GET / HTTP/1.0" 200 75055 "-" "Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.26100.7705" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET / HTTP/1.0" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /runtime.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /polyfills.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /styles.css HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /vendor.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /main.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /assets/i18n/en.json HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PoeKn7K HTTP/1.0" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:41 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:42 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:44 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:47 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:48 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:53 +0000] "GET /assets/public/images/JuiceShop_Logo.png HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:54 +0000] "GET /rest/languages HTTP/1.0" 200 1309 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:55 +0000] "GET /rest/products/search?q= HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:56 +0000] "GET /api/Quantitys/ HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:56 +0000] "GET /api/Challenges/?name=Score%20Board HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:35:56 +0000] "GET /api/Challenges/?name=Score%20Board HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:36:00 +0000] "GET /MaterialIcons-Regular.woff2 HTTP/1.0" 304 0 "http://localhost/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:36:01 +0000] "GET /assets/public/images/products/apple_juice.jpg HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:36:01 +0000] "GET /assets/public/images/products/apple_pressings.jpg HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:36:01 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:36:28 +0000] "GET /favicon.ico HTTP/1.0" 200 8965 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:45:37 +0000] "GET /favicon.ico HTTP/1.0" 200 8965 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:45:47 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:10 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET / HTTP/1.0" 200 8965 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /main.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /polyfills.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /runtime.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /vendor.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /styles.css HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /assets/i18n/en.json HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:13 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PoeNBYu HTTP/1.0" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:14 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:14 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:16 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:16 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:17 +0000] "GET /rest/languages HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:17 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:17 +0000] "GET /assets/public/images/JuiceShop_Logo.png HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:18 +0000] "GET /rest/products/search?q= HTTP/1.0" 200 3889 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:18 +0000] "GET /api/Challenges/?name=Score%20Board HTTP/1.0" 200 449 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:18 +0000] "GET /api/Quantitys/ HTTP/1.0" 200 492 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:19 +0000] "GET /api/Challenges/?name=Score%20Board HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:46:44 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:35 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:38 +0000] "GET / HTTP/1.0" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:38 +0000] "GET /polyfills.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:38 +0000] "GET /runtime.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:38 +0000] "GET /vendor.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:38 +0000] "GET /main.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:38 +0000] "GET /styles.css HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:39 +0000] "GET /assets/i18n/en.json HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:39 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PoeNktx HTTP/1.0" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:39 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:39 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:39 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:39 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:40 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:41 +0000] "GET /rest/languages HTTP/1.0" 200 1302 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:41 +0000] "GET /assets/public/images/JuiceShop_Logo.png HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:42 +0000] "GET /rest/products/search?q= HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:42 +0000] "GET /api/Challenges/?name=Score%20Board HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:42 +0000] "GET /api/Quantitys/ HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:42 +0000] "GET /api/Challenges/?name=Score%20Board HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:53 +0000] "GET /MaterialIcons-Regular.woff2 HTTP/1.0" 304 0 "http://localhost/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:54 +0000] "GET /assets/public/images/products/apple_juice.jpg HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:54 +0000] "GET /assets/public/images/products/apple_pressings.jpg HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:54 +0000] "GET /assets/public/images/products/banana_juice.jpg HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:48:54 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:13 +0000] "GET /favicon.ico HTTP/1.0" 304 0 "http://localhost/dashboard" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET / HTTP/1.0" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /runtime.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /main.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /vendor.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /polyfills.js HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /styles.css HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /assets/i18n/en.json HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PoeONI_ HTTP/1.0" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:24 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:25 +0000] "GET /rest/admin/application-configuration HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:25 +0000] "GET /rest/admin/application-version HTTP/1.0" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
172.18.0.7 - admin [01/Mar/2026:07:51:25 +0000] "GET /MaterialIcons-Regular.woff2 HTTP/1.0" 304 0 "http://localhost/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0" "172.18.0.1"
